region_1,region_2,technology_1,technology_1,timestep_4,parameter,value
West,WestSouth,hydro,,h0083,stInflow,0.650007845
West,WestSouth,hydro,,h0084,stInflow,0.650007845
West,WestSouth,hydro,,h0085,stInflow,0.650007845
West,WestSouth,hydro,,h0086,stInflow,0.650007845
West,WestSouth,hydro,,h0087,stInflow,0.650007845
West,WestSouth,hydro,,h0088,stInflow,0.650007845
West,WestSouth,hydro,,h0089,stInflow,0.650007845
West,WestSouth,hydro,,h0090,stInflow,0.650007845
West,WestSouth,hydro,,h0091,stInflow,0.650007845
West,WestSouth,hydro,,h0092,stInflow,0.650007845
West,WestSouth,hydro,,h0093,stInflow,0.650007845
West,WestSouth,hydro,,h0094,stInflow,0.650007845
West,WestSouth,hydro,,h0095,stInflow,0.650007845
West,WestSouth,hydro,,h0096,stInflow,0.650007845
West,WestSouth,hydro,,h0097,stInflow,0.650007845
West,WestSouth,hydro,,h0098,stInflow,0.650007845
West,WestSouth,hydro,,h0099,stInflow,0.650007845
West,WestSouth,hydro,,h0100,stInflow,0.650007845
West,WestSouth,hydro,,h0101,stInflow,0.650007845
West,WestSouth,hydro,,h0102,stInflow,0.650007845
West,WestSouth,hydro,,h0103,stInflow,0.650007845
West,WestSouth,hydro,,h0104,stInflow,0.650007845
West,WestSouth,hydro,,h0105,stInflow,0.650007845
West,WestSouth,hydro,,h0106,stInflow,0.650007845
West,WestSouth,hydro,,h0107,stInflow,0.650007845
West,WestSouth,hydro,,h0108,stInflow,0.650007845
West,WestSouth,hydro,,h0109,stInflow,0.650007845
West,WestSouth,hydro,,h0110,stInflow,0.650007845
West,WestSouth,hydro,,h0111,stInflow,0.650007845
West,WestSouth,hydro,,h0112,stInflow,0.650007845
West,WestSouth,hydro,,h0113,stInflow,0.650007845
West,WestSouth,hydro,,h0114,stInflow,0.650007845
West,WestSouth,hydro,,h0115,stInflow,0.650007845
West,WestSouth,hydro,,h0116,stInflow,0.650007845
West,WestSouth,hydro,,h0117,stInflow,0.650007845
West,WestSouth,hydro,,h0118,stInflow,0.650007845
West,WestSouth,hydro,,h0119,stInflow,0.650007845
West,WestSouth,hydro,,h0120,stInflow,0.650007845
West,WestSouth,hydro,,h0121,stInflow,0.650007845
West,WestSouth,hydro,,h0122,stInflow,0.650007845
West,WestSouth,hydro,,h0123,stInflow,0.650007845
West,WestSouth,hydro,,h0124,stInflow,0.650007845
West,WestSouth,hydro,,h0125,stInflow,0.650007845
West,WestSouth,hydro,,h0126,stInflow,0.650007845
West,WestSouth,hydro,,h0127,stInflow,0.650007845
West,WestSouth,hydro,,h0128,stInflow,0.650007845
West,WestSouth,hydro,,h0129,stInflow,0.650007845
West,WestSouth,hydro,,h0130,stInflow,0.650007845
West,WestSouth,hydro,,h0131,stInflow,0.650007845
West,WestSouth,hydro,,h0132,stInflow,0.650007845
West,WestSouth,hydro,,h0133,stInflow,0.650007845
West,WestSouth,hydro,,h0134,stInflow,0.650007845
West,WestSouth,hydro,,h0135,stInflow,0.650007845
West,WestSouth,hydro,,h0136,stInflow,0.650007845
West,WestSouth,hydro,,h0137,stInflow,0.650007845
West,WestSouth,hydro,,h0138,stInflow,0.650007845
West,WestSouth,hydro,,h0139,stInflow,0.650007845
West,WestSouth,hydro,,h0140,stInflow,0.650007845
West,WestSouth,hydro,,h0141,stInflow,0.650007845
West,WestSouth,hydro,,h0142,stInflow,0.650007845
West,WestSouth,hydro,,h0143,stInflow,0.650007845
West,WestSouth,hydro,,h0144,stInflow,0.650007845
West,WestSouth,hydro,,h0145,stInflow,0.650007845
West,WestSouth,hydro,,h0146,stInflow,0.650007845
West,WestSouth,hydro,,h0147,stInflow,0.650007845
West,WestSouth,hydro,,h0148,stInflow,0.650007845
West,WestSouth,hydro,,h0149,stInflow,0.650007845
West,WestSouth,hydro,,h0150,stInflow,0.650007845
West,WestSouth,hydro,,h0151,stInflow,0.650007845
West,WestSouth,hydro,,h0152,stInflow,0.650007845
West,WestSouth,hydro,,h0153,stInflow,0.650007845
West,WestSouth,hydro,,h0154,stInflow,0.650007845
West,WestSouth,hydro,,h0155,stInflow,0.650007845
West,WestSouth,hydro,,h0156,stInflow,0.650007845
West,WestSouth,hydro,,h0157,stInflow,0.650007845
West,WestSouth,hydro,,h0158,stInflow,0.650007845
West,WestSouth,hydro,,h0159,stInflow,0.650007845
West,WestSouth,hydro,,h0160,stInflow,0.650007845
West,WestSouth,hydro,,h0161,stInflow,0.650007845
West,WestSouth,hydro,,h0162,stInflow,0.650007845
West,WestSouth,hydro,,h0163,stInflow,0.650007845
West,WestSouth,hydro,,h0164,stInflow,0.650007845
West,WestSouth,hydro,,h0165,stInflow,0.650007845
West,WestSouth,hydro,,h0166,stInflow,0.650007845
West,WestSouth,hydro,,h0167,stInflow,0.650007845
West,WestSouth,hydro,,h0168,stInflow,0.650007845
West,WestSouth,hydro,,h0169,stInflow,0.650007845
West,WestSouth,hydro,,h0170,stInflow,0.650007845
West,WestSouth,hydro,,h0171,stInflow,0.650007845
West,WestSouth,hydro,,h0172,stInflow,0.650007845
West,WestSouth,hydro,,h0173,stInflow,0.650007845
West,WestSouth,hydro,,h0174,stInflow,0.650007845
West,WestSouth,hydro,,h0175,stInflow,0.650007845
West,WestSouth,hydro,,h0176,stInflow,0.650007845
West,WestSouth,hydro,,h0177,stInflow,0.650007845
West,WestSouth,hydro,,h0178,stInflow,0.650007845
West,WestSouth,hydro,,h0179,stInflow,0.650007845
West,WestSouth,hydro,,h0180,stInflow,0.650007845
West,WestSouth,hydro,,h0181,stInflow,0.650007845
West,WestSouth,hydro,,h0182,stInflow,0.650007845
West,WestSouth,hydro,,h0183,stInflow,0.650007845
West,WestSouth,hydro,,h0184,stInflow,0.650007845
West,WestSouth,hydro,,h0185,stInflow,0.650007845
West,WestSouth,hydro,,h0186,stInflow,0.650007845
West,WestSouth,hydro,,h0187,stInflow,0.650007845
West,WestSouth,hydro,,h0188,stInflow,0.650007845
West,WestSouth,hydro,,h0189,stInflow,0.650007845
West,WestSouth,hydro,,h0190,stInflow,0.650007845
West,WestSouth,hydro,,h0191,stInflow,0.650007845
West,WestSouth,hydro,,h0192,stInflow,0.650007845
West,WestSouth,hydro,,h0193,stInflow,0.650007845
West,WestSouth,hydro,,h0194,stInflow,0.650007845
West,WestSouth,hydro,,h0195,stInflow,0.650007845
West,WestSouth,hydro,,h0196,stInflow,0.650007845
West,WestSouth,hydro,,h0197,stInflow,0.650007845
West,WestSouth,hydro,,h0198,stInflow,0.650007845
West,WestSouth,hydro,,h0199,stInflow,0.650007845
West,WestSouth,hydro,,h0200,stInflow,0.650007845
West,WestSouth,hydro,,h0201,stInflow,0.650007845
West,WestSouth,hydro,,h0202,stInflow,0.650007845
West,WestSouth,hydro,,h0203,stInflow,0.650007845
West,WestSouth,hydro,,h0204,stInflow,0.650007845
West,WestSouth,hydro,,h0205,stInflow,0.650007845
West,WestSouth,hydro,,h0206,stInflow,0.650007845
West,WestSouth,hydro,,h0207,stInflow,0.650007845
West,WestSouth,hydro,,h0208,stInflow,0.650007845
West,WestSouth,hydro,,h0209,stInflow,0.650007845
West,WestSouth,hydro,,h0210,stInflow,0.650007845
West,WestSouth,hydro,,h0211,stInflow,0.650007845
West,WestSouth,hydro,,h0212,stInflow,0.650007845
West,WestSouth,hydro,,h0213,stInflow,0.650007845
West,WestSouth,hydro,,h0214,stInflow,0.650007845
West,WestSouth,hydro,,h0215,stInflow,0.650007845
West,WestSouth,hydro,,h0216,stInflow,0.650007845
West,WestSouth,hydro,,h0217,stInflow,0.650007845
West,WestSouth,hydro,,h0218,stInflow,0.650007845
West,WestSouth,hydro,,h0219,stInflow,0.650007845
West,WestSouth,hydro,,h0220,stInflow,0.650007845
West,WestSouth,hydro,,h0221,stInflow,0.650007845
West,WestSouth,hydro,,h0222,stInflow,0.650007845
West,WestSouth,hydro,,h0223,stInflow,0.650007845
West,WestSouth,hydro,,h0224,stInflow,0.650007845
West,WestSouth,hydro,,h0225,stInflow,0.650007845
West,WestSouth,hydro,,h0226,stInflow,0.650007845
West,WestSouth,hydro,,h0227,stInflow,0.650007845
West,WestSouth,hydro,,h0228,stInflow,0.650007845
West,WestSouth,hydro,,h0229,stInflow,0.650007845
West,WestSouth,hydro,,h0230,stInflow,0.650007845
West,WestSouth,hydro,,h0231,stInflow,0.650007845
West,WestSouth,hydro,,h0232,stInflow,0.650007845
West,WestSouth,hydro,,h0233,stInflow,0.650007845
West,WestSouth,hydro,,h0234,stInflow,0.650007845
West,WestSouth,hydro,,h0235,stInflow,0.650007845
West,WestSouth,hydro,,h0236,stInflow,0.650007845
West,WestSouth,hydro,,h0237,stInflow,0.650007845
West,WestSouth,hydro,,h0238,stInflow,0.650007845
West,WestSouth,hydro,,h0239,stInflow,0.650007845
West,WestSouth,hydro,,h0240,stInflow,0.650007845
West,WestSouth,hydro,,h0241,stInflow,0.650007845
West,WestSouth,hydro,,h0242,stInflow,0.650007845
West,WestSouth,hydro,,h0243,stInflow,0.650007845
West,WestSouth,hydro,,h0244,stInflow,0.650007845
West,WestSouth,hydro,,h0245,stInflow,0.650007845
West,WestSouth,hydro,,h0246,stInflow,0.650007845
West,WestSouth,hydro,,h0247,stInflow,0.650007845
West,WestSouth,hydro,,h0248,stInflow,0.650007845
West,WestSouth,hydro,,h0249,stInflow,0.650007845
West,WestSouth,hydro,,h0250,stInflow,0.650007845
West,WestSouth,hydro,,h0251,stInflow,0.650007845
West,WestSouth,hydro,,h0252,stInflow,0.650007845
West,WestSouth,hydro,,h0253,stInflow,0.650007845
West,WestSouth,hydro,,h0254,stInflow,0.650007845
West,WestSouth,hydro,,h0255,stInflow,0.650007845
West,WestSouth,hydro,,h0256,stInflow,0.650007845
West,WestSouth,hydro,,h0257,stInflow,0.650007845
West,WestSouth,hydro,,h0258,stInflow,0.650007845
West,WestSouth,hydro,,h0259,stInflow,0.650007845
West,WestSouth,hydro,,h0260,stInflow,0.650007845
West,WestSouth,hydro,,h0261,stInflow,0.650007845
West,WestSouth,hydro,,h0262,stInflow,0.650007845
West,WestSouth,hydro,,h0263,stInflow,0.650007845
West,WestSouth,hydro,,h0264,stInflow,0.650007845
West,WestSouth,hydro,,h0265,stInflow,0.650007845
West,WestSouth,hydro,,h0266,stInflow,0.650007845
West,WestSouth,hydro,,h0267,stInflow,0.650007845
West,WestSouth,hydro,,h0268,stInflow,0.650007845
West,WestSouth,hydro,,h0269,stInflow,0.650007845
West,WestSouth,hydro,,h0270,stInflow,0.650007845
West,WestSouth,hydro,,h0271,stInflow,0.650007845
West,WestSouth,hydro,,h0272,stInflow,0.650007845
West,WestSouth,hydro,,h0273,stInflow,0.650007845
West,WestSouth,hydro,,h0274,stInflow,0.650007845
West,WestSouth,hydro,,h0275,stInflow,0.650007845
West,WestSouth,hydro,,h0276,stInflow,0.650007845
West,WestSouth,hydro,,h0277,stInflow,0.650007845
West,WestSouth,hydro,,h0278,stInflow,0.650007845
West,WestSouth,hydro,,h0279,stInflow,0.650007845
West,WestSouth,hydro,,h0280,stInflow,0.650007845
West,WestSouth,hydro,,h0281,stInflow,0.650007845
West,WestSouth,hydro,,h0282,stInflow,0.650007845
West,WestSouth,hydro,,h0283,stInflow,0.650007845
West,WestSouth,hydro,,h0284,stInflow,0.650007845
West,WestSouth,hydro,,h0285,stInflow,0.650007845
West,WestSouth,hydro,,h0286,stInflow,0.650007845
West,WestSouth,hydro,,h0287,stInflow,0.650007845
West,WestSouth,hydro,,h0288,stInflow,0.650007845
West,WestSouth,hydro,,h0289,stInflow,0.650007845
West,WestSouth,hydro,,h0290,stInflow,0.650007845
West,WestSouth,hydro,,h0291,stInflow,0.650007845
West,WestSouth,hydro,,h0292,stInflow,0.650007845
West,WestSouth,hydro,,h0293,stInflow,0.650007845
West,WestSouth,hydro,,h0294,stInflow,0.650007845
West,WestSouth,hydro,,h0295,stInflow,0.650007845
West,WestSouth,hydro,,h0296,stInflow,0.650007845
West,WestSouth,hydro,,h0297,stInflow,0.650007845
West,WestSouth,hydro,,h0298,stInflow,0.650007845
West,WestSouth,hydro,,h0299,stInflow,0.650007845
West,WestSouth,hydro,,h0300,stInflow,0.650007845
West,WestSouth,hydro,,h0301,stInflow,0.650007845
West,WestSouth,hydro,,h0302,stInflow,0.650007845
West,WestSouth,hydro,,h0303,stInflow,0.650007845
West,WestSouth,hydro,,h0304,stInflow,0.650007845
West,WestSouth,hydro,,h0305,stInflow,0.650007845
West,WestSouth,hydro,,h0306,stInflow,0.650007845
West,WestSouth,hydro,,h0307,stInflow,0.650007845
West,WestSouth,hydro,,h0308,stInflow,0.650007845
West,WestSouth,hydro,,h0309,stInflow,0.650007845
West,WestSouth,hydro,,h0310,stInflow,0.650007845
West,WestSouth,hydro,,h0311,stInflow,0.650007845
West,WestSouth,hydro,,h0312,stInflow,0.650007845
West,WestSouth,hydro,,h0313,stInflow,0.650007845
West,WestSouth,hydro,,h0314,stInflow,0.650007845
West,WestSouth,hydro,,h0315,stInflow,0.650007845
West,WestSouth,hydro,,h0316,stInflow,0.650007845
West,WestSouth,hydro,,h0317,stInflow,0.650007845
West,WestSouth,hydro,,h0318,stInflow,0.650007845
West,WestSouth,hydro,,h0319,stInflow,0.650007845
West,WestSouth,hydro,,h0320,stInflow,0.650007845
West,WestSouth,hydro,,h0321,stInflow,0.650007845
West,WestSouth,hydro,,h0322,stInflow,0.650007845
West,WestSouth,hydro,,h0323,stInflow,0.650007845
West,WestSouth,hydro,,h0324,stInflow,0.650007845
West,WestSouth,hydro,,h0325,stInflow,0.650007845
West,WestSouth,hydro,,h0326,stInflow,0.650007845
West,WestSouth,hydro,,h0327,stInflow,0.650007845
West,WestSouth,hydro,,h0328,stInflow,0.650007845
West,WestSouth,hydro,,h0329,stInflow,0.650007845
West,WestSouth,hydro,,h0330,stInflow,0.650007845
West,WestSouth,hydro,,h0331,stInflow,0.650007845
West,WestSouth,hydro,,h0332,stInflow,0.650007845
West,WestSouth,hydro,,h0333,stInflow,0.650007845
West,WestSouth,hydro,,h0334,stInflow,0.650007845
West,WestSouth,hydro,,h0335,stInflow,0.650007845
West,WestSouth,hydro,,h0336,stInflow,0.650007845
West,WestSouth,hydro,,h0337,stInflow,0.650007845
West,WestSouth,hydro,,h0338,stInflow,0.650007845
West,WestSouth,hydro,,h0339,stInflow,0.650007845
West,WestSouth,hydro,,h0340,stInflow,0.650007845
West,WestSouth,hydro,,h0341,stInflow,0.650007845
West,WestSouth,hydro,,h0342,stInflow,0.650007845
West,WestSouth,hydro,,h0343,stInflow,0.650007845
West,WestSouth,hydro,,h0344,stInflow,0.650007845
West,WestSouth,hydro,,h0345,stInflow,0.650007845
West,WestSouth,hydro,,h0346,stInflow,0.650007845
West,WestSouth,hydro,,h0347,stInflow,0.650007845
West,WestSouth,hydro,,h0348,stInflow,0.650007845
West,WestSouth,hydro,,h0349,stInflow,0.650007845
West,WestSouth,hydro,,h0350,stInflow,0.650007845
West,WestSouth,hydro,,h0351,stInflow,0.650007845
West,WestSouth,hydro,,h0352,stInflow,0.650007845
West,WestSouth,hydro,,h0353,stInflow,0.650007845
West,WestSouth,hydro,,h0354,stInflow,0.650007845
West,WestSouth,hydro,,h0355,stInflow,0.650007845
West,WestSouth,hydro,,h0356,stInflow,0.650007845
West,WestSouth,hydro,,h0357,stInflow,0.650007845
West,WestSouth,hydro,,h0358,stInflow,0.650007845
West,WestSouth,hydro,,h0359,stInflow,0.650007845
West,WestSouth,hydro,,h0360,stInflow,0.650007845
West,WestSouth,hydro,,h0361,stInflow,0.650007845
West,WestSouth,hydro,,h0362,stInflow,0.650007845
West,WestSouth,hydro,,h0363,stInflow,0.650007845
West,WestSouth,hydro,,h0364,stInflow,0.650007845
West,WestSouth,hydro,,h0365,stInflow,0.650007845
West,WestSouth,hydro,,h0366,stInflow,0.650007845
West,WestSouth,hydro,,h0367,stInflow,0.650007845
West,WestSouth,hydro,,h0368,stInflow,0.650007845
West,WestSouth,hydro,,h0369,stInflow,0.650007845
West,WestSouth,hydro,,h0370,stInflow,0.650007845
West,WestSouth,hydro,,h0371,stInflow,0.650007845
West,WestSouth,hydro,,h0372,stInflow,0.650007845
West,WestSouth,hydro,,h0373,stInflow,0.650007845
West,WestSouth,hydro,,h0374,stInflow,0.650007845
West,WestSouth,hydro,,h0375,stInflow,0.650007845
West,WestSouth,hydro,,h0376,stInflow,0.650007845
West,WestSouth,hydro,,h0377,stInflow,0.650007845
West,WestSouth,hydro,,h0378,stInflow,0.650007845
West,WestSouth,hydro,,h0379,stInflow,0.650007845
West,WestSouth,hydro,,h0380,stInflow,0.650007845
West,WestSouth,hydro,,h0381,stInflow,0.650007845
West,WestSouth,hydro,,h0382,stInflow,0.650007845
West,WestSouth,hydro,,h0383,stInflow,0.650007845
West,WestSouth,hydro,,h0384,stInflow,0.650007845
West,WestSouth,hydro,,h0385,stInflow,0.650007845
West,WestSouth,hydro,,h0386,stInflow,0.650007845
West,WestSouth,hydro,,h0387,stInflow,0.650007845
West,WestSouth,hydro,,h0388,stInflow,0.650007845
West,WestSouth,hydro,,h0389,stInflow,0.650007845
West,WestSouth,hydro,,h0390,stInflow,0.650007845
West,WestSouth,hydro,,h0391,stInflow,0.650007845
West,WestSouth,hydro,,h0392,stInflow,0.650007845
West,WestSouth,hydro,,h0393,stInflow,0.650007845
West,WestSouth,hydro,,h0394,stInflow,0.650007845
West,WestSouth,hydro,,h0395,stInflow,0.650007845
West,WestSouth,hydro,,h0396,stInflow,0.650007845
West,WestSouth,hydro,,h0397,stInflow,0.650007845
West,WestSouth,hydro,,h0398,stInflow,0.650007845
West,WestSouth,hydro,,h0399,stInflow,0.650007845
West,WestSouth,hydro,,h0400,stInflow,0.650007845
West,WestSouth,hydro,,h0401,stInflow,0.650007845
West,WestSouth,hydro,,h0402,stInflow,0.650007845
West,WestSouth,hydro,,h0403,stInflow,0.650007845
West,WestSouth,hydro,,h0404,stInflow,0.650007845
West,WestSouth,hydro,,h0405,stInflow,0.650007845
West,WestSouth,hydro,,h0406,stInflow,0.650007845
West,WestSouth,hydro,,h0407,stInflow,0.650007845
West,WestSouth,hydro,,h0408,stInflow,0.650007845
West,WestSouth,hydro,,h0409,stInflow,0.650007845
West,WestSouth,hydro,,h0410,stInflow,0.650007845
West,WestSouth,hydro,,h0411,stInflow,0.650007845
West,WestSouth,hydro,,h0412,stInflow,0.650007845
West,WestSouth,hydro,,h0413,stInflow,0.650007845
West,WestSouth,hydro,,h0414,stInflow,0.650007845
West,WestSouth,hydro,,h0415,stInflow,0.650007845
West,WestSouth,hydro,,h0416,stInflow,0.650007845
West,WestSouth,hydro,,h0417,stInflow,0.650007845
West,WestSouth,hydro,,h0418,stInflow,0.650007845
West,WestSouth,hydro,,h0419,stInflow,0.650007845
West,WestSouth,hydro,,h0420,stInflow,0.650007845
West,WestSouth,hydro,,h0421,stInflow,0.650007845
West,WestSouth,hydro,,h0422,stInflow,0.650007845
West,WestSouth,hydro,,h0423,stInflow,0.650007845
West,WestSouth,hydro,,h0424,stInflow,0.650007845
West,WestSouth,hydro,,h0425,stInflow,0.650007845
West,WestSouth,hydro,,h0426,stInflow,0.650007845
West,WestSouth,hydro,,h0427,stInflow,0.650007845
West,WestSouth,hydro,,h0428,stInflow,0.650007845
West,WestSouth,hydro,,h0429,stInflow,0.650007845
West,WestSouth,hydro,,h0430,stInflow,0.650007845
West,WestSouth,hydro,,h0431,stInflow,0.650007845
West,WestSouth,hydro,,h0432,stInflow,0.650007845
West,WestSouth,hydro,,h0433,stInflow,0.650007845
West,WestSouth,hydro,,h0434,stInflow,0.650007845
West,WestSouth,hydro,,h0435,stInflow,0.650007845
West,WestSouth,hydro,,h0436,stInflow,0.650007845
West,WestSouth,hydro,,h0437,stInflow,0.650007845
West,WestSouth,hydro,,h0438,stInflow,0.650007845
West,WestSouth,hydro,,h0439,stInflow,0.650007845
West,WestSouth,hydro,,h0440,stInflow,0.650007845
West,WestSouth,hydro,,h0441,stInflow,0.650007845
West,WestSouth,hydro,,h0442,stInflow,0.650007845
West,WestSouth,hydro,,h0443,stInflow,0.650007845
West,WestSouth,hydro,,h0444,stInflow,0.650007845
West,WestSouth,hydro,,h0445,stInflow,0.650007845
West,WestSouth,hydro,,h0446,stInflow,0.650007845
West,WestSouth,hydro,,h0447,stInflow,0.650007845
West,WestSouth,hydro,,h0448,stInflow,0.650007845
West,WestSouth,hydro,,h0449,stInflow,0.650007845
West,WestSouth,hydro,,h0450,stInflow,0.650007845
West,WestSouth,hydro,,h0451,stInflow,0.650007845
West,WestSouth,hydro,,h0452,stInflow,0.650007845
West,WestSouth,hydro,,h0453,stInflow,0.650007845
West,WestSouth,hydro,,h0454,stInflow,0.650007845
West,WestSouth,hydro,,h0455,stInflow,0.650007845
West,WestSouth,hydro,,h0456,stInflow,0.650007845
West,WestSouth,hydro,,h0457,stInflow,0.650007845
West,WestSouth,hydro,,h0458,stInflow,0.650007845
West,WestSouth,hydro,,h0459,stInflow,0.650007845
West,WestSouth,hydro,,h0460,stInflow,0.650007845
West,WestSouth,hydro,,h0461,stInflow,0.650007845
West,WestSouth,hydro,,h0462,stInflow,0.650007845
West,WestSouth,hydro,,h0463,stInflow,0.650007845
West,WestSouth,hydro,,h0464,stInflow,0.650007845
West,WestSouth,hydro,,h0465,stInflow,0.650007845
West,WestSouth,hydro,,h0466,stInflow,0.650007845
West,WestSouth,hydro,,h0467,stInflow,0.650007845
West,WestSouth,hydro,,h0468,stInflow,0.650007845
West,WestSouth,hydro,,h0469,stInflow,0.650007845
West,WestSouth,hydro,,h0470,stInflow,0.650007845
West,WestSouth,hydro,,h0471,stInflow,0.650007845
West,WestSouth,hydro,,h0472,stInflow,0.650007845
West,WestSouth,hydro,,h0473,stInflow,0.650007845
West,WestSouth,hydro,,h0474,stInflow,0.650007845
West,WestSouth,hydro,,h0475,stInflow,0.650007845
West,WestSouth,hydro,,h0476,stInflow,0.650007845
West,WestSouth,hydro,,h0477,stInflow,0.650007845
West,WestSouth,hydro,,h0478,stInflow,0.650007845
West,WestSouth,hydro,,h0479,stInflow,0.650007845
West,WestSouth,hydro,,h0480,stInflow,0.650007845
West,WestSouth,hydro,,h0481,stInflow,0.650007845
West,WestSouth,hydro,,h0482,stInflow,0.650007845
West,WestSouth,hydro,,h0483,stInflow,0.650007845
West,WestSouth,hydro,,h0484,stInflow,0.650007845
West,WestSouth,hydro,,h0485,stInflow,0.650007845
West,WestSouth,hydro,,h0486,stInflow,0.650007845
West,WestSouth,hydro,,h0487,stInflow,0.650007845
West,WestSouth,hydro,,h0488,stInflow,0.650007845
West,WestSouth,hydro,,h0489,stInflow,0.650007845
West,WestSouth,hydro,,h0490,stInflow,0.650007845
West,WestSouth,hydro,,h0491,stInflow,0.650007845
West,WestSouth,hydro,,h0492,stInflow,0.650007845
West,WestSouth,hydro,,h0493,stInflow,0.650007845
West,WestSouth,hydro,,h0494,stInflow,0.650007845
West,WestSouth,hydro,,h0495,stInflow,0.650007845
West,WestSouth,hydro,,h0496,stInflow,0.650007845
West,WestSouth,hydro,,h0497,stInflow,0.650007845
